country,year,category,sumPrice,meanPrice
HND,2019,pulses and nuts,4016.17,223.12055555555557
HTI,2019,cereals and tubers,746.58,1.99088
HTI,2019,miscellaneous food,151.07,2.9051923076923076
HTI,2019,oil and fats,341.09,5.984035087719298
HTI,2019,pulses and nuts,646.77,5.052890625
IDN,2019,cereals and tubers,2.16,0.7200000000000001
IDN,2019,"meat, fish and eggs",57.28,4.773333333333333
IDN,2019,milk and dairy,1.48,0.74
IDN,2019,miscellaneous food,4.37,0.874
IDN,2019,oil and fats,2.99,0.9966666666666668
IDN,2019,vegetables and fruits,41.83,3.4858333333333333
IND,2019,cereals and tubers,2862.71,2.428083121289228
IND,2019,milk and dairy,191.88,0.6396
IND,2019,miscellaneous food,2001.9,2.0282674772036473
IND,2019,oil and fats,2040.85,1.4162734212352532
IND,2019,pulses and nuts,1187.46,1.0814754098360655
IND,2019,vegetables and fruits,277.73,0.5445686274509804
IRN,2019,cereals and tubers,2.78,2.78
IRN,2019,"meat, fish and eggs",5.12,5.12
IRN,2019,miscellaneous food,1.03,1.03
IRN,2019,non-food,36.06,3.0050000000000003
IRN,2019,oil and fats,1.79,1.79
IRN,2019,pulses and nuts,1.97,1.97
IRQ,2019,cereals and tubers,469.83,0.7387264150943396
IRQ,2019,"meat, fish and eggs",2656.513,4.176907232704402
IRQ,2019,milk and dairy,1582.22,3.338016877637131
IRQ,2019,miscellaneous food,1080.39,2.264968553459119
IRQ,2019,non-food,4116.49,6.4724685534591195
IRQ,2019,oil and fats,198.35,1.2474842767295595
IRQ,2019,pulses and nuts,482.15,1.516194968553459
IRQ,2019,vegetables and fruits,363.89,1.1552063492063491
JOR,2019,cereals and tubers,887.74,1.0274768518518518
JOR,2019,"meat, fish and eggs",4867.37,5.773867141162515
JOR,2019,milk and dairy,2228.17,3.868350694444445
JOR,2019,miscellaneous food,196.17,0.6811458333333333
JOR,2019,non-food,1690.56,3.913333333333333
JOR,2019,oil and fats,1725.02,5.989652777777778
JOR,2019,pulses and nuts,901.97,2.152673031026253
JOR,2019,vegetables and fruits,1566.77,1.453404452690167
JPN,2019,cereals and tubers,665.09,8.313625
JPN,2019,milk and dairy,38.98,1.949
JPN,2019,miscellaneous food,35.69,1.7845
JPN,2019,vegetables and fruits,63.99,1.59975
KAZ,2019,cereals and tubers,36.12,0.37625
KAZ,2019,"meat, fish and eggs",216.83,4.517291666666667
KAZ,2019,milk and dairy,12.47,0.5421739130434783
KAZ,2019,oil and fats,57.68,1.2016666666666669
KEN,2019,cereals and tubers,5713.4400000000005,16.754956011730208
KEN,2019,milk and dairy,5.21,0.4341666666666666
KEN,2019,non-food,36.82,1.0227777777777778
KEN,2019,oil and fats,21.86,1.8216666666666663
KEN,2019,pulses and nuts,4203.92,30.244028776978418
KGZ,2019,cereals and tubers,1211.43,0.7310983705491854
KGZ,2019,"meat, fish and eggs",3747.56,3.239031979256698
KGZ,2019,milk and dairy,1793.49,2.1979044117647057
KGZ,2019,miscellaneous food,432.15,0.6459641255605381
KGZ,2019,non-food,271.23,0.6081390134529149
KGZ,2019,oil and fats,1388.3,3.057929515418502
KGZ,2019,pulses and nuts,866.4399999999999,1.3068476621417795
KGZ,2019,vegetables and fruits,1466.39,0.8384162378502001
KHM,2019,cereals and tubers,148.31,0.4663836477987421
KHM,2019,"meat, fish and eggs",1953.73,2.8731323529411763
KHM,2019,miscellaneous food,29.51,0.2634821428571429
KHM,2019,non-food,2077.06,7.113219178082192
KHM,2019,oil and fats,621.23,3.075396039603961
KHM,2019,pulses and nuts,27.68,0.7688888888888888
KHM,2019,vegetables and fruits,381.51,0.6812678571428571
LAO,2019,cereals and tubers,585.46,0.7583678756476684
LAO,2019,"meat, fish and eggs",5798.306,4.491329202168861
LAO,2019,miscellaneous food,111.15,0.8550000000000001
LAO,2019,non-food,1364.7,5.639256198347107
LAO,2019,oil and fats,378.36,1.4954940711462452
LAO,2019,vegetables and fruits,223.89,1.749140625
LBN,2019,"meat, fish and eggs",2064.46,2.335361990950226
LBN,2019,milk and dairy,437.43,1.4980479452054796
LBN,2019,non-food,11172.04,12.454894091415827
LBN,2019,oil and fats,1321.51,7.104892473118279
LBN,2019,pulses and nuts,937.01,1.6044691780821918
LBN,2019,vegetables and fruits,124.62,0.7245348837209302
LBR,2019,cereals and tubers,10266.23,22.563142857142857
LBR,2019,miscellaneous food,31.93,1.1825925925925926
LBR,2019,non-food,1578.63,3.0416763005780343
LBR,2019,oil and fats,646.77,3.6748295454545454
LBR,2019,pulses and nuts,131.41,0.7775739644970414
LBY,2019,cereals and tubers,3595.49,1.7870228628230616
LBY,2019,"meat, fish and eggs",16474.79,10.41390012642225
LBY,2019,milk and dairy,1689.11,2.1381139240506326
LBY,2019,miscellaneous food,4760.83,2.410546835443038
LBY,2019,non-food,10817.53,6.385791027154664
LBY,2019,oil and fats,1352.74,3.4246582278481013
LBY,2019,pulses and nuts,1219.9,1.5441772151898736
LBY,2019,vegetables and fruits,2838.37,2.401328257191201
LKA,2019,cereals and tubers,10.35,0.5175
LSO,2019,cereals and tubers,1172.03,3.8301633986928105
LSO,2019,oil and fats,121.52,1.2927659574468084
LSO,2019,pulses and nuts,154.34,0.8388043478260869
MDG,2019,cereals and tubers,184.17,0.5828164556962024
MDG,2019,miscellaneous food,108.6,0.7387755102040816
MDG,2019,oil and fats,176.66,1.1699337748344372
MEX,2019,cereals and tubers,59.14,0.7125301204819278
MEX,2019,pulses and nuts,67.27,1.05109375
MLI,2019,cereals and tubers,1185.4,0.4569776407093293
MLI,2019,pulses and nuts,707.8,0.8610705596107056
MMR,2019,cereals and tubers,50.85,0.4842857142857143
MMR,2019,miscellaneous food,31.55,0.2894495412844037
MMR,2019,non-food,505.872,2.662484210526316
MMR,2019,oil and fats,136.98,1.356237623762376
MMR,2019,pulses and nuts,122.73,1.1578301886792453
MNG,2019,cereals and tubers,53.12,0.5365656565656566
MNG,2019,"meat, fish and eggs",283.2,3.112087912087912
MNG,2019,milk and dairy,30.53,0.6938636363636363
MOZ,2019,cereals and tubers,766.78,0.6598795180722892
MOZ,2019,miscellaneous food,205.15,1.0413705583756343
MOZ,2019,oil and fats,230.09,1.2573224043715847
MOZ,2019,pulses and nuts,971.95,1.1354556074766355
MRT,2019,cereals and tubers,553.5,0.7050955414012738
MRT,2019,"meat, fish and eggs",41672.12,170.78737704918035
MRT,2019,milk and dairy,405.46,3.754259259259259
MRT,2019,miscellaneous food,68.56,0.6176576576576577
MRT,2019,non-food,2462.77,19.391889763779528
MRT,2019,oil and fats,149.12,1.19296
MRT,2019,pulses and nuts,191.05,1.8730392156862743
MWI,2019,cereals and tubers,651.55,0.6744824016563147
MWI,2019,non-food,28.58,1.1432
MWI,2019,pulses and nuts,565.74,0.8036079545454545
NAM,2019,cereals and tubers,361.425,0.8405232558139535
NER,2019,cereals and tubers,6513.91,3.8521052631578945
NGA,2019,cereals and tubers,40835.21,15.231335322640806
NGA,2019,"meat, fish and eggs",1755.721,2.9557592592592594
NGA,2019,milk and dairy,484.21,3.271689189189189
NGA,2019,miscellaneous food,171.61,0.5758724832214765
NGA,2019,non-food,125.216,0.6078446601941747
NGA,2019,oil and fats,608.24,1.5168079800498753
NGA,2019,pulses and nuts,17998.64,16.83689429373246
NGA,2019,vegetables and fruits,365.108,0.4341355529131985
NIC,2019,cereals and tubers,1048.63,9.447117117117118
NIC,2019,"meat, fish and eggs",133.97,2.3098275862068967
NIC,2019,milk and dairy,30.0,2.0
NIC,2019,miscellaneous food,64.49,1.2645098039215683
NIC,2019,non-food,36.4,3.64
NIC,2019,oil and fats,16.89,1.055625
NIC,2019,pulses and nuts,834.17,20.85425
NIC,2019,vegetables and fruits,57.21,0.4651219512195122
NPL,2019,cereals and tubers,370.09,0.4967651006711409
NPL,2019,"meat, fish and eggs",1005.784,2.389035629453682
NPL,2019,milk and dairy,90.61,0.707890625
NPL,2019,oil and fats,481.43,1.620976430976431
NPL,2019,pulses and nuts,707.96,1.2464084507042257
NPL,2019,vegetables and fruits,820.05,0.892328618063112
PAK,2019,cereals and tubers,64.53,0.3730057803468208
PAK,2019,"meat, fish and eggs",71.04,0.9472
PAK,2019,milk and dairy,24.53,0.628974358974359
PAK,2019,miscellaneous food,19.8,0.4604651162790698
PAK,2019,non-food,275.33,2.2754545454545454
PAK,2019,oil and fats,118.25,1.4246987951807228
PAK,2019,pulses and nuts,125.23,1.0435833333333333
PAN,2019,cereals and tubers,478.33,11.388809523809524
PAN,2019,pulses and nuts,2103.73,35.6564406779661
PER,2019,cereals and tubers,109.27,1.0308490566037736
PER,2019,"meat, fish and eggs",20.73,2.3033333333333332
PER,2019,miscellaneous food,6.73,0.673
PER,2019,oil and fats,20.86,2.086
PHL,2019,cereals and tubers,293.86,0.7632727272727273
PHL,2019,"meat, fish and eggs",892.037,2.973456666666667
PHL,2019,pulses and nuts,91.79,1.582586206896552
PHL,2019,vegetables and fruits,402.34,1.166202898550725
PRY,2019,cereals and tubers,32.02,0.592962962962963
PSE,2019,cereals and tubers,6879.84,17.242706766917294
PSE,2019,"meat, fish and eggs",4197.08,8.91099787685775
PSE,2019,milk and dairy,2844.11,6.449229024943311
PSE,2019,miscellaneous food,429.57,1.5851291512915129
PSE,2019,non-food,217.01,1.2330113636363635
PSE,2019,oil and fats,1324.01,7.834378698224852
PSE,2019,pulses and nuts,384.76,2.046595744680851
PSE,2019,vegetables and fruits,626.48,1.2070905587668594
RUS,2019,cereals and tubers,20.95,0.3080882352941176
RWA,2019,cereals and tubers,814.205,0.5117567567567568
RWA,2019,"meat, fish and eggs",518.49,2.2348706896551724
RWA,2019,miscellaneous food,244.06,0.6650136239782016
RWA,2019,oil and fats,491.99,1.679146757679181
RWA,2019,pulses and nuts,97.22,0.5037305699481865
RWA,2019,vegetables and fruits,69.771,0.196538028169014
SDN,2019,cereals and tubers,7551.81,19.41339331619537
SDN,2019,"meat, fish and eggs",1105.65,6.1425
SDN,2019,milk and dairy,591.11,7.578333333333333
SDN,2019,miscellaneous food,108.93,0.8784677419354839
SDN,2019,non-food,10.94,1.5628571428571427
SDN,2019,oil and fats,213.38,2.27
SDN,2019,pulses and nuts,82.2,2.2216216216216216
SDN,2019,vegetables and fruits,214.5,1.153225806451613
SEN,2019,cereals and tubers,617.78,0.4341391426563598
SLE,2019,cereals and tubers,210.98,0.5235235732009925
SLE,2019,"meat, fish and eggs",777.22,3.809901960784314
SLE,2019,miscellaneous food,548.63,5.127383177570094
SLE,2019,oil and fats,319.63,1.426919642857143
SLE,2019,pulses and nuts,198.95,1.0202564102564102
SLV,2019,cereals and tubers,1096.55,15.229861111111113
SLV,2019,pulses and nuts,1354.36,30.780909090909095
SOM,2019,cereals and tubers,19532.59,24.914017857142856
SOM,2019,"meat, fish and eggs",53801.49,498.1619444444444
SOM,2019,milk and dairy,5283.02,51.291456310679614
SOM,2019,non-food,8479.92,34.89679012345679
SOM,2019,oil and fats,5465.45,48.79866071428571
SSD,2019,cereals and tubers,4490.22,9.740173535791758
SSD,2019,"meat, fish and eggs",12167.17,85.08510489510489
SSD,2019,miscellaneous food,262.03,1.7468666666666666
SSD,2019,non-food,911.79,3.2218727915194343
SSD,2019,oil and fats,337.36,3.5511578947368423
SSD,2019,pulses and nuts,539.18,3.190414201183432
SWZ,2019,cereals and tubers,370.63,1.597543103448276
SWZ,2019,miscellaneous food,65.44,0.8389743589743589
SWZ,2019,non-food,18.71,0.8134782608695652
SWZ,2019,oil and fats,9.52,1.36
SWZ,2019,pulses and nuts,121.82,2.971219512195122
SWZ,2019,vegetables and fruits,27.18,0.906
SYR,2019,cereals and tubers,532431.956,189.61251994301995
SYR,2019,"meat, fish and eggs",93845.62,55.398831168831165
SYR,2019,milk and dairy,1349.1,1.306001936108422
SYR,2019,miscellaneous food,316.48,0.4688592592592593
SYR,2019,non-food,5160.33,3.8338261515601784
SYR,2019,oil and fats,514.14,1.460625
SYR,2019,pulses and nuts,1912.01,1.4452078609221466
SYR,2019,vegetables and fruits,2237.91,0.8137854545454545
TCD,2019,cereals and tubers,569.879,0.3946530470914127
TCD,2019,"meat, fish and eggs",42346.1,50.47210965435042
TCD,2019,pulses and nuts,320.24,0.5759712230215828
TGO,2019,cereals and tubers,80.41,0.4542937853107344
THA,2019,cereals and tubers,12.44,0.3554285714285714
THA,2019,"meat, fish and eggs",18.51,1.5425000000000002
TJK,2019,cereals and tubers,72.44,0.411590909090909
TJK,2019,"meat, fish and eggs",319.53000000000003,3.0431428571428576
TJK,2019,milk and dairy,8.58,0.4766666666666667
TJK,2019,miscellaneous food,162.0,1.8409090909090908
TJK,2019,non-food,439.74,3.43546875
TJK,2019,oil and fats,60.76,1.3809090909090909
TJK,2019,pulses and nuts,104.06,1.3874666666666666
TJK,2019,vegetables and fruits,21.47,0.315735294117647
TUR,2019,cereals and tubers,164.97,0.8547668393782384
TUR,2019,"meat, fish and eggs",845.732,4.672552486187845
TUR,2019,milk and dairy,888.66,6.732272727272727
TUR,2019,miscellaneous food,1126.54,4.267196969696969
TUR,2019,non-food,543.395,3.417578616352201
TUR,2019,oil and fats,204.73,3.4121666666666663
TUR,2019,pulses and nuts,296.53,2.3722399999999997
TUR,2019,vegetables and fruits,352.6,1.1193650793650791
TZA,2019,cereals and tubers,14966.53,10.09887314439946
TZA,2019,"meat, fish and eggs",1862.27,3.0182658022690436
TZA,2019,miscellaneous food,227.89,1.1281683168316832
TZA,2019,non-food,17.99,0.9468421052631578
TZA,2019,oil and fats,857.4,2.606079027355623
TZA,2019,pulses and nuts,14083.75,14.982712765957446
TZA,2019,vegetables and fruits,575.076,0.4974705882352941
UGA,2019,cereals and tubers,207.62,0.430746887966805
UGA,2019,oil and fats,136.58,1.5520454545454547
UGA,2019,pulses and nuts,102.74,0.8089763779527559
UKR,2019,cereals and tubers,1726.21,0.6927006420545746
UKR,2019,"meat, fish and eggs",4791.72,3.3673366127898805
UKR,2019,milk and dairy,1377.19,2.395113043478261
UKR,2019,miscellaneous food,119.41,0.5553953488372093
UKR,2019,non-food,2403.538,1.1215762949136725
UKR,2019,oil and fats,1199.78,1.9044126984126983
UKR,2019,vegetables and fruits,492.15,0.49215
VEN,2019,non-food,0.0019,0.0003166666666666
VNM,2019,cereals and tubers,1.08,0.36
YEM,2019,cereals and tubers,1550.26,1.821692126909518
YEM,2019,"meat, fish and eggs",42738.15,96.2570945945946
YEM,2019,miscellaneous food,334.99,0.8815526315789474
YEM,2019,non-food,13739.44,10.322644628099177
YEM,2019,oil and fats,360.74,1.9290909090909092
YEM,2019,pulses and nuts,1761.58,2.2997127937336814
YEM,2019,vegetables and fruits,697.76,1.8606933333333333
ZAF,2019,cereals and tubers,8.35,0.2319444444444444
ZMB,2019,cereals and tubers,940.16,0.5022222222222222
ZMB,2019,non-food,16.67,1.1113333333333335
ZMB,2019,pulses and nuts,1359.15,1.3131884057971015
ZWE,2019,cereals and tubers,0.00475,0.0002638888888888
ZWE,2019,"meat, fish and eggs",0.0247,0.0019
ZWE,2019,miscellaneous food,0.00802,0.0002227777777777
ZWE,2019,non-food,0.01397,0.0002253225806451
AFG,2020,cereals and tubers,1039.49,0.6129068396226415
AFG,2020,miscellaneous food,220.678,0.4056580882352941
AFG,2020,non-food,4320.47,3.553018092105263
AFG,2020,oil and fats,361.69,1.3297426470588236
AFG,2020,pulses and nuts,328.82,1.2088970588235295
AGO,2020,cereals and tubers,56.61,1.179375
AGO,2020,milk and dairy,246.2,20.51666666666667
AGO,2020,miscellaneous food,10.6,2.12
AGO,2020,oil and fats,68.04,3.78
ARG,2020,cereals and tubers,50.52,0.8148387096774194
ARG,2020,"meat, fish and eggs",6.7,3.35
ARG,2020,milk and dairy,9.57,0.7975
ARG,2020,miscellaneous food,10.75,0.8958333333333334
ARM,2020,cereals and tubers,946.27,1.044448123620309
ARM,2020,"meat, fish and eggs",2449.165,3.716487101669195
ARM,2020,milk and dairy,686.97,2.602159090909091
ARM,2020,miscellaneous food,407.43,1.0288636363636363
ARM,2020,non-food,185.7,0.7034090909090909
ARM,2020,oil and fats,197.81,1.498560606060606
ARM,2020,pulses and nuts,691.64,1.894904109589041
ARM,2020,vegetables and fruits,712.82,0.7714502164502165
BDI,2020,cereals and tubers,1658.689,0.5846630243214663
BDI,2020,"meat, fish and eggs",6119.74,6.263807574206755
BDI,2020,miscellaneous food,243.18,0.6049253731343284
BDI,2020,non-food,1185.1,1.555249343832021
BDI,2020,oil and fats,1006.32,1.4500288184438042
BDI,2020,pulses and nuts,408.06,0.6963481228668942
BDI,2020,vegetables and fruits,556.381,0.5900116648992576
BEN,2020,cereals and tubers,3428.329,0.7249585536054134
BEN,2020,"meat, fish and eggs",2235.58,4.0944688644688645
BEN,2020,miscellaneous food,106.11,1.7984745762711865
BEN,2020,oil and fats,1251.97,1.4440253748558247
BEN,2020,pulses and nuts,1636.82,0.878593666129898
BEN,2020,vegetables and fruits,4246.199,1.3306797242243809
BFA,2020,cereals and tubers,8662.07,4.412669383596536
BFA,2020,pulses and nuts,642.95,0.6410269192422732
BGD,2020,cereals and tubers,1336.71,2.7279795918367347
BGD,2020,oil and fats,207.58,0.9435454545454546
BGD,2020,pulses and nuts,140.66,0.8629447852760735
BLR,2020,cereals and tubers,26.03,0.7230555555555556
BOL,2020,cereals and tubers,6653.34,8.800714285714285
BOL,2020,"meat, fish and eggs",577.482,2.6859627906976744
BOL,2020,milk and dairy,42.39,0.7065
BOL,2020,miscellaneous food,74.53,0.730686274509804
BTN,2020,cereals and tubers,166.45,0.4140547263681591
BTN,2020,miscellaneous food,1.18,0.118
BTN,2020,oil and fats,282.66,1.3589423076923075
BTN,2020,pulses and nuts,202.2,1.0212121212121212
CAF,2020,cereals and tubers,411.788,0.5942106782106782
CAF,2020,"meat, fish and eggs",1371.48,4.71298969072165
CAF,2020,milk and dairy,82.23,5.482
CAF,2020,miscellaneous food,411.6,1.4752688172043011
CAF,2020,non-food,33.3,0.6529411764705881
CAF,2020,oil and fats,393.64,1.6066938775510204
CAF,2020,pulses and nuts,462.3,0.8822519083969466
CAF,2020,vegetables and fruits,26.91,1.681875
CHN,2020,cereals and tubers,62.45,0.4625925925925926
CIV,2020,cereals and tubers,151.62,0.5357597173144877
CIV,2020,"meat, fish and eggs",547.48,3.4871337579617836
CIV,2020,miscellaneous food,4.05,1.35
CIV,2020,non-food,0.49,0.49
CIV,2020,oil and fats,23.48,1.5653333333333337
CIV,2020,pulses and nuts,70.95,0.9719178082191782
CIV,2020,vegetables and fruits,3.47,0.5783333333333333
CMR,2020,cereals and tubers,20180.72,17.397172413793104
CMR,2020,"meat, fish and eggs",798.83,3.025871212121212
CMR,2020,milk and dairy,48.34,4.834
CMR,2020,miscellaneous food,57.54,1.1508
CMR,2020,non-food,43.36,5.42
CMR,2020,oil and fats,1500.22,9.037469879518072
CMR,2020,pulses and nuts,17082.52,38.73587301587302
CMR,2020,vegetables and fruits,8178.51,35.4048051948052
COD,2020,cereals and tubers,1081.572,0.618041142857143
COD,2020,"meat, fish and eggs",4996.17,4.355858761987794
COD,2020,miscellaneous food,623.06,1.1711654135338343
COD,2020,non-food,513.83,1.1002783725910066
COD,2020,oil and fats,629.52,1.3685217391304347
COD,2020,pulses and nuts,578.86,1.2034511434511437
COD,2020,vegetables and fruits,116.89,0.675664739884393
COG,2020,cereals and tubers,168.94,1.1731944444444444
COG,2020,"meat, fish and eggs",405.88,4.018613861386139
COG,2020,oil and fats,113.37,1.5967605633802815
COG,2020,pulses and nuts,162.29,2.3520289855072463
COG,2020,vegetables and fruits,17.89,2.5557142857142856
COL,2020,cereals and tubers,16311.53,15.60911961722488
COL,2020,"meat, fish and eggs",2290.403,3.2213825597749643
COL,2020,milk and dairy,1092.94,4.407016129032258
COL,2020,miscellaneous food,572.97,1.519814323607427
COL,2020,non-food,1487.49,45.07545454545455
COL,2020,oil and fats,270.46,1.669506172839506
COL,2020,pulses and nuts,236.34,1.1585294117647058
COL,2020,vegetables and fruits,945.302,0.531665916760405
CPV,2020,cereals and tubers,58.9,1.0709090909090908
DJI,2020,cereals and tubers,147.6,0.6473684210526316
DJI,2020,miscellaneous food,25.040000000000003,0.6767567567567568
DJI,2020,non-food,23.05,0.8232142857142858
DJI,2020,oil and fats,68.23,1.5867441860465117
DJI,2020,pulses and nuts,29.64,1.482
DOM,2020,cereals and tubers,776.89,16.185208333333332
DOM,2020,"meat, fish and eggs",11.5,0.9583333333333334
DOM,2020,pulses and nuts,1759.5,33.198113207547166
ECU,2020,cereals and tubers,513.94,2.294375
ECU,2020,miscellaneous food,8.07,0.6725
ECU,2020,oil and fats,27.62,1.8413333333333337
ECU,2020,pulses and nuts,79.9,1.5075471698113208
ECU,2020,vegetables and fruits,315.75,0.7720048899755502
EGY,2020,cereals and tubers,18.53,0.5294285714285715
EGY,2020,"meat, fish and eggs",63.552,3.0262857142857142
EGY,2020,milk and dairy,18.16,1.2106666666666668
EGY,2020,miscellaneous food,7.1,0.8875
EGY,2020,oil and fats,124.23,3.10575
EGY,2020,pulses and nuts,28.3,1.4894736842105265
EGY,2020,vegetables and fruits,21.91,0.7555172413793103
ETH,2020,cereals and tubers,121532.63,50.78672377768492
ETH,2020,"meat, fish and eggs",110066.89,152.23636237897648
ETH,2020,milk and dairy,115.68,1.101714285714286
ETH,2020,miscellaneous food,2404.39,15.41275641025641
ETH,2020,non-food,1074.27,4.366951219512195
ETH,2020,oil and fats,458.62,2.1430841121495328
ETH,2020,pulses and nuts,78757.22,109.68972144846796
ETH,2020,vegetables and fruits,436.51,1.0393095238095238
GHA,2020,cereals and tubers,46532.44,22.832404317958783
GHA,2020,"meat, fish and eggs",8924.48,24.317384196185284
GHA,2020,pulses and nuts,5450.666,15.310859550561798
GHA,2020,vegetables and fruits,22064.695,15.061225255972696
GIN,2020,cereals and tubers,466.43,0.705642965204236
GIN,2020,"meat, fish and eggs",723.68,2.794131274131274
GIN,2020,miscellaneous food,270.73,1.0872690763052208
GIN,2020,oil and fats,250.27,1.3103141361256545
GIN,2020,pulses and nuts,169.9,0.9708571428571428
GIN,2020,vegetables and fruits,295.64,1.1198484848484849
GMB,2020,cereals and tubers,1612.39,0.757702067669173
GMB,2020,"meat, fish and eggs",4750.703,2.260087059942912
GMB,2020,milk and dairy,916.04,2.0724886877828053
GMB,2020,miscellaneous food,1584.923,1.236289391575663
GMB,2020,non-food,303.87,0.8559718309859156
GMB,2020,oil and fats,960.7,1.559577922077922
GMB,2020,pulses and nuts,399.89,1.129632768361582
GMB,2020,vegetables and fruits,4847.024,1.435304708320995
GNB,2020,cereals and tubers,696.55,0.6986459378134403
GNB,2020,"meat, fish and eggs",3324.0,3.7772727272727273
GNB,2020,milk and dairy,690.34,5.435748031496063
GNB,2020,miscellaneous food,143.9,0.965771812080537
GNB,2020,non-food,661.584,0.5922864816472694
GNB,2020,oil and fats,820.3100000000001,1.967170263788969
GNB,2020,pulses and nuts,379.06,1.3734057971014493
GNB,2020,vegetables and fruits,1155.408,1.2996715410573678
GTM,2020,cereals and tubers,3725.47,28.65746153846154
GTM,2020,"meat, fish and eggs",1090.55,64.14999999999999
GTM,2020,miscellaneous food,1192.16,26.492444444444445
GTM,2020,pulses and nuts,4606.32,60.60947368421052
GTM,2020,vegetables and fruits,7031.42,20.55970760233918
HND,2020,cereals and tubers,769.8199999999999,26.545517241379308
HND,2020,pulses and nuts,796.38,49.77375
HTI,2020,cereals and tubers,1007.62,2.4818226600985223
HTI,2020,miscellaneous food,265.57,3.5409333333333333
HTI,2020,oil and fats,581.11,7.355822784810127
HTI,2020,pulses and nuts,1040.1,7.075510204081632
IDN,2020,cereals and tubers,3770.69,0.8058751870057704
IDN,2020,"meat, fish and eggs",35912.49,4.947305413968866
IDN,2020,milk and dairy,1.5,0.75
IDN,2020,miscellaneous food,4309.37,1.0588132678132678
IDN,2020,oil and fats,3756.26,0.9265564874198324
IDN,2020,vegetables and fruits,34026.07,2.4587087217284487
IND,2020,cereals and tubers,2910.24,1.3799146514935987
IND,2020,milk and dairy,354.71999999999997,0.6379856115107914
IND,2020,miscellaneous food,2748.25,1.3419189453125
IND,2020,oil and fats,4149.21,1.5436049107142855
IND,2020,pulses and nuts,2645.78,1.2769208494208495
IND,2020,vegetables and fruits,514.62,0.5020682926829269
IRN,2020,cereals and tubers,20.76,2.9657142857142853
IRN,2020,"meat, fish and eggs",32.07,4.581428571428572
IRN,2020,miscellaneous food,9.09,1.2985714285714285
IRN,2020,non-food,59.58,4.965
IRN,2020,oil and fats,13.17,1.8814285714285717
IRN,2020,pulses and nuts,23.864,3.4091428571428573
IRQ,2020,cereals and tubers,800.57,0.7787645914396888
IRQ,2020,"meat, fish and eggs",5633.954,5.4805
IRQ,2020,milk and dairy,2255.11,3.556955835962145
IRQ,2020,miscellaneous food,1443.45,2.269575471698113
IRQ,2020,non-food,7489.17,3.888457943925234
IRQ,2020,oil and fats,255.22,1.203867924528302
IRQ,2020,pulses and nuts,1039.42,1.7208940397350994
IRQ,2020,vegetables and fruits,582.55,0.9644867549668872
JOR,2020,cereals and tubers,862.93,1.0010788863109048
JOR,2020,"meat, fish and eggs",5143.88,5.974308943089431
JOR,2020,milk and dairy,2200.26,3.8466083916083913
JOR,2020,miscellaneous food,195.52,0.6788888888888889
JOR,2020,non-food,1654.75,3.830439814814815
JOR,2020,oil and fats,1683.78,5.8464583333333335
JOR,2020,pulses and nuts,876.86,2.0392093023255815
JOR,2020,vegetables and fruits,1827.74,1.7226578699340245
JPN,2020,cereals and tubers,65.83,8.22875
JPN,2020,milk and dairy,3.91,1.955
JPN,2020,miscellaneous food,3.45,1.725
JPN,2020,vegetables and fruits,5.5,1.375
KAZ,2020,cereals and tubers,36.56,0.4154545454545454
KAZ,2020,"meat, fish and eggs",209.06,4.751363636363636
KAZ,2020,milk and dairy,10.98,0.5228571428571429
KAZ,2020,oil and fats,50.34,1.144090909090909
KEN,2020,cereals and tubers,1276.98,6.828770053475936
KEN,2020,"meat, fish and eggs",8.91,4.455
KEN,2020,milk and dairy,5.32,0.4092307692307692
KEN,2020,miscellaneous food,0.99,0.99
KEN,2020,non-food,31.08,0.8633333333333333
KEN,2020,oil and fats,20.32,1.563076923076923
KEN,2020,pulses and nuts,1027.18,16.839016393442623
KEN,2020,vegetables and fruits,1.199,0.29975
KGZ,2020,cereals and tubers,1163.1,0.7148740012292563
KGZ,2020,"meat, fish and eggs",3633.25,3.2820686540198736
KGZ,2020,milk and dairy,1510.08,2.024235924932976
KGZ,2020,miscellaneous food,358.79,0.5920627062706271
KGZ,2020,non-food,186.41,0.4792030848329048
KGZ,2020,oil and fats,1174.33,2.8572506082725058
KGZ,2020,pulses and nuts,744.25,1.272222222222222
KGZ,2020,vegetables and fruits,1675.46,1.100827858081472
KHM,2020,cereals and tubers,404.99,0.4867668269230769
KHM,2020,"meat, fish and eggs",12203.01,2.8889701704545456
KHM,2020,miscellaneous food,171.15,0.2734025559105431
KHM,2020,non-food,185.15,7.406000000000001
KHM,2020,oil and fats,2993.41,4.859431818181818
KHM,2020,pulses and nuts,27.61,0.7669444444444444
KHM,2020,vegetables and fruits,2734.85,0.6958905852417303
LAO,2020,cereals and tubers,840.17,0.7686825251601097
LAO,2020,"meat, fish and eggs",9027.73,4.615403885480572
LAO,2020,miscellaneous food,155.33,0.8534615384615385
LAO,2020,non-food,331.07,0.909532967032967
LAO,2020,oil and fats,522.97,1.44068870523416
LAO,2020,vegetables and fruits,343.93,1.9107222222222224
LBN,2020,"meat, fish and eggs",3912.06,4.847657992565056
LBN,2020,milk and dairy,694.18,2.479214285714286
LBN,2020,non-food,11175.47,11.87616365568544
LBN,2020,oil and fats,4615.93,20.06926086956522
LBN,2020,pulses and nuts,1802.47,3.3317375231053603
