country,category,sumPrice,meanPrice,medianPrice
AFG,cereals and tubers,1700.55,0.7059153175591532,0.57
AFG,miscellaneous food,375.788,0.46052450980392157,0.45999999999999996
AFG,non-food,4875.82,3.0023522167487684,1.91
AFG,oil and fats,788.11,1.931642156862745,1.91
AFG,pulses and nuts,519.42,1.2730882352941175,1.27
ARG,cereals and tubers,26.29,0.9389285714285714,0.645
ARG,milk and dairy,4.890000000000001,0.9780000000000001,1.0
ARG,miscellaneous food,4.57,0.914,0.9
ARM,cereals and tubers,1398.44,1.5469469026548672,1.36
ARM,"meat, fish and eggs",3577.6,5.420606060606061,6.34
ARM,milk and dairy,1100.94,2.7801515151515153,1.24
ARM,miscellaneous food,563.97,1.4241666666666668,1.02
ARM,non-food,332.22,1.258409090909091,1.22
ARM,oil and fats,1970.16,7.462727272727273,6.1
ARM,pulses and nuts,952.5600000000001,2.6313812154696135,2.67
ARM,vegetables and fruits,942.84,1.0203896103896104,0.83
BDI,cereals and tubers,2781.52,0.8270948557835266,0.67
BDI,"meat, fish and eggs",8297.42,7.448312387791741,5.53
BDI,miscellaneous food,285.82,0.5868993839835729,0.59
BDI,non-food,2214.66,2.6085512367491166,2.48
BDI,oil and fats,1990.02,2.352269503546099,2.16
BDI,pulses and nuts,549.53,0.7772701555869872,0.75
BDI,vegetables and fruits,724.08,0.6588535031847134,0.62
BEN,cereals and tubers,4138.2210000000005,0.815252364066194,0.73
BEN,"meat, fish and eggs",2491.07,4.057117263843648,2.43
BEN,miscellaneous food,157.94,2.7708771929824563,2.77
BEN,oil and fats,1678.51,1.9073977272727272,1.91
BEN,pulses and nuts,2028.44,1.0824119530416223,1.04
BEN,vegetables and fruits,4419.533,1.3503003360831043,0.61
BFA,cereals and tubers,6452.17,3.27023314749113,0.53
BFA,pulses and nuts,902.26,0.8300459981600736,0.82
BGD,cereals and tubers,315.55,0.5122564935064935,0.5
BGD,oil and fats,573.63,1.5256117021276596,1.56
BGD,pulses and nuts,286.05,1.0594444444444444,1.0750000000000002
BLR,cereals and tubers,10.28,0.6853333333333332,0.53
BOL,cereals and tubers,4059.582,7.76210707456979,1.27
BOL,"meat, fish and eggs",480.841,2.2469205607476637,2.145
BOL,milk and dairy,45.75,0.7754237288135594,0.73
BOL,miscellaneous food,21.49,0.7410344827586206,0.83
BTN,cereals and tubers,146.06,0.3707106598984772,0.37
BTN,miscellaneous food,1.12,0.12444444444444445,0.12
BTN,oil and fats,399.11,1.9757920792079209,1.99
BTN,pulses and nuts,225.61,1.1452284263959391,1.14
CAF,cereals and tubers,452.83,0.5911618798955613,0.35
CAF,"meat, fish and eggs",1364.22,5.637272727272728,5.484999999999999
CAF,miscellaneous food,623.53,1.3351820128479657,1.67
CAF,oil and fats,363.59,1.5604721030042918,1.39
CAF,pulses and nuts,642.64,1.050065359477124,0.97
CIV,cereals and tubers,149.14,0.6137448559670782,0.65
CIV,"meat, fish and eggs",490.34,3.801085271317829,3.06
CIV,oil and fats,11.13,1.59,1.36
CIV,pulses and nuts,68.82000000000001,0.9558333333333334,0.915
CMR,cereals and tubers,19382.007,5.400392031206464,0.78
CMR,"meat, fish and eggs",4118.485,2.97793564714389,3.08
CMR,milk and dairy,979.78,4.515115207373272,4.51
CMR,miscellaneous food,731.17,0.9422293814432989,0.83
CMR,non-food,344.90999999999997,5.3063076923076915,5.46
CMR,oil and fats,3850.811,4.346287810383747,2.26
CMR,pulses and nuts,10746.73,8.428807843137255,1.18
CMR,vegetables and fruits,4150.68,3.054216335540839,1.06
COD,cereals and tubers,1343.548,0.6854836734693878,0.58
COD,"meat, fish and eggs",6500.47,4.88389932381668,4.71
COD,miscellaneous food,627.32,1.1858601134215503,1.14
COD,non-food,778.01,1.4651789077212807,1.05
COD,oil and fats,977.51,1.9204518664047152,1.78
COD,pulses and nuts,660.86,1.3597942386831277,1.17
COD,vegetables and fruits,113.45,0.5019911504424779,0.5
COG,cereals and tubers,32.58,1.018125,1.005
COG,miscellaneous food,2.04,0.68,0.67
COG,oil and fats,46.38,2.5766666666666667,2.665
COG,pulses and nuts,47.46,2.6366666666666667,2.835
COL,cereals and tubers,1460.1,0.9973360655737704,0.81
COL,"meat, fish and eggs",4237.214,3.820752028854824,3.56
COL,milk and dairy,1989.07,5.587275280898877,4.645
COL,miscellaneous food,1245.42,2.128923076923077,0.86
COL,oil and fats,552.98,2.596150234741784,2.49
COL,pulses and nuts,541.83,1.8182214765100673,1.55
COL,vegetables and fruits,1915.72,0.7126934523809524,0.64
CPV,cereals and tubers,30.02,1.0351724137931035,1.03
DJI,cereals and tubers,162.74,0.79,0.73
DJI,miscellaneous food,33.18,0.8967567567567567,0.85
DJI,non-food,32.52,0.8557894736842107,0.9
DJI,oil and fats,86.50999999999999,2.621515151515151,2.82
DJI,pulses and nuts,40.87,1.409310344827586,1.41
DOM,cereals and tubers,545.9,17.60967741935484,0.51
DOM,"meat, fish and eggs",8.28,1.38,1.4049999999999998
DOM,pulses and nuts,991.65,39.666,1.25
DZA,cereals and tubers,155.454,0.8138952879581153,0.79
DZA,"meat, fish and eggs",577.83,3.7521428571428572,3.3
DZA,milk and dairy,184.43,1.1384567901234568,1.06
DZA,miscellaneous food,62.26,1.0922807017543859,0.82
DZA,oil and fats,144.16,6.006666666666667,6.385
DZA,pulses and nuts,253.21,2.5321000000000002,1.9649999999999999
DZA,vegetables and fruits,355.71,2.1689634146341463,1.07
ECU,cereals and tubers,147.05,0.8261235955056181,0.775
ECU,miscellaneous food,10.73,0.7664285714285715,0.7949999999999999
ECU,oil and fats,136.8,3.2571428571428576,3.065
ECU,pulses and nuts,110.33,1.6467164179104476,1.75
ECU,vegetables and fruits,409.73,0.7601669758812616,0.55
EGY,cereals and tubers,39.8,0.6317460317460317,0.64
EGY,"meat, fish and eggs",105.94,2.4077272727272727,1.99
